catalogNumber                                   AA0254
basisOfRecord                                      NaN
decimalLatitude                                 348589
decimalLongitude                               6284408
Class                                    Magnoliopsida
order                                          Fabales
family                                        Fabaceae
genus                                        Vachellia
specificEpithet                                  caven
infraspecificEpithet                               NaN
nameAcordingTo                                 Molina.
verbatimTaxonRank                                  NaN
taxonRank                                          NaN
acceptedNameUsage       Acacia caven (Molina.) Molina.
Unnamed: 14                                    SYNONYM
Unnamed: 15                                       Viva
establishmentMeans                              Nativa
Unnamed: 17                                       2019
Unnamed: 18                                        NaN
locationRemarks                                    NaN
sex                                                NaN
Name: AA0254, dtype: object
