catalogNumber                       AA1693
basisOfRecord               LivingSpecimen
decimalLatitude                     348493
decimalLongitude                   6284384
phylum                        Tracheophyta
Class                        Magnoliopsida
order                           Sapindales
family                           Meliaceae
genus                                Melia
specificEpithet                  azedarach
infraspecificEpithet                   NaN
nameAcordingTo                          L.
verbatimTaxonRank                      NaN
taxonRank                          species
acceptedNameUsage       Melia azedarach L.
establishmentMeans                 Exótica
locationRemarks                        NaN
sex                          hermaphrodite
Name: AA1693, dtype: object
